,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA
335,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quintana,32.0,32.0,165.2,0.0,93.0,106,614,55,358,253,89.0,83.0,3.86,86.5,54.0,11423.0,102.5,101.4,100.4,6.14,,,,,,,,,,,,,,,,,
336,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quintana,32.0,32.0,165.2,0.0,93.0,106,614,55,358,253,89.0,83.0,3.86,86.5,54.0,11423.0,83.1,102.4,97.3,10.11,,,,,,,,,,,,,,,,,
337,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quintana,32.0,32.0,165.2,0.0,93.0,106,614,55,358,253,89.0,83.0,3.86,86.5,54.0,11423.0,83.1,102.4,97.3,6.14,,,,,,,,,,,,,,,,,
338,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quijada,42.0,0.0,40.2,3.0,105.0,149,615,106,383,282,138.0,155.0,2.87,88.1,18.0,19200.0,102.5,101.4,100.4,10.11,,,,,,,,,,,,,,,,,
339,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quijada,42.0,0.0,40.2,3.0,105.0,149,615,106,383,282,138.0,155.0,2.87,88.1,18.0,19200.0,102.5,101.4,100.4,6.14,,,,,,,,,,,,,,,,,
340,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quijada,42.0,0.0,40.2,3.0,105.0,149,615,106,383,282,138.0,155.0,2.87,88.1,18.0,19200.0,83.1,102.4,97.3,10.11,,,,,,,,,,,,,,,,,
341,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quijada,42.0,0.0,40.2,3.0,105.0,149,615,106,383,282,138.0,155.0,2.87,88.1,18.0,19200.0,83.1,102.4,97.3,6.14,,,,,,,,,,,,,,,,,
342,328.0,Jose Trevino,NYY,C,264.0,3370,JosTre,,,,,,,,,,,,,,,,,,,,,,-8.13,353.0,11.0,2.0,-4.9,91.0,0.293,94.0,51,-1.2,3.3,53.0,79.0,97.0,87.9,109.4,0.281
343,329.0,Kike Hernandez,BOS,2BSSCF,300.0,3406,KikHer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,330.0,Myles Straw,CLE,CF,315.0,3440,MylStr,,,,,,,,,,,,,,,,,,,,,,-3.87,596.0,0.0,21.0,-16.4,64.0,0.257,35.0,07,7.6,6.5,114.0,66.0,146.0,87.0,104.8,0.275
345,331.0,Michael Brantley,HOU,LFDH,260.0,3444,MicBra,,,,,,,,,,,,,,,,,,,,,,-2.27,277.0,5.0,1.0,7.7,127.0,0.345,85.0,60,-0.7,2.5,141.0,49.0,84.0,89.8,108.2,0.374
346,332.0,Andrew Painter,PHI,SP,385.0,3446,AndPai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,333.0,Kenta Maeda,MIN,SP,339.0,3460,KenMae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,334.0,Eric Lauer,MIL,SP,434.0,3476,EriLau,Eric Lauer,29.0,29.0,158.2,0.0,102.0,98,617,79,377,274,105.0,108.0,4.02,88.8,65.0,19316.0,93.5,100.1,97.5,10.03,,,,,,,,,,,,,,,,,
349,335.0,Josh Donaldson,NYY,3BDH,310.0,3494,JosDon,,,,,,,,,,,,,,,,,,,,,,-1.78,546.0,15.0,2.0,-6.6,97.0,0.302,102.0,98,-4.5,2.2,124.0,122.0,68.0,90.7,111.7,0.299
350,336.0,Jorge Soler,MIA,LF,405.0,3508,JorSol,,,,,,,,,,,,,,,,,,,,,,1.56,306.0,13.0,0.0,-1.4,98.0,0.305,124.0,121,-0.8,1.6,121.0,130.0,65.0,91.2,117.6,0.322
351,337.0,Adam Duvall,BOS,LFCFRF,302.0,3522,AdaDuv,,,,,,,,,,,,,,,,,,,,,,-1.97,315.0,12.0,0.0,-2.2,87.0,0.295,121.0,128,2.7,3.2,80.0,142.0,76.0,88.3,110.1,0.293
352,338.0,Joey Votto,CIN,1B,290.0,3536,JoeVot,,,,,,,,,,,,,,,,,,,,,,-1.38,376.0,11.0,0.0,-7.6,92.0,0.31,106.0,111,-4.1,1.5,140.0,114.0,98.0,89.7,111.9,0.322
353,339.0,Luis Rengifo,LAA,2B3BSS,399.0,3546,LuiRen,,,,,,,,,,,,,,,,,,,,,,-4.74,511.0,17.0,6.0,2.8,103.0,0.314,111.0,54,1.4,4.0,42.0,70.0,69.0,86.9,109.3,0.296
354,340.0,Eduardo Rodriguez,DET,SP,356.0,3550,EduRod,Eduardo Rodriguez,17.0,17.0,91.0,0.0,112.0,75,639,71,360,238,83.0,108.0,4.2,87.5,41.0,13164.0,80.0,100.4,93.8,-3.25,,,,,,,,,,,,,,,,,
355,341.0,JP Crawford,SEA,SS,237.0,3566,JPCra,,,,,,,,,,,,,,,,,,,,,,-4.83,603.0,6.0,3.0,1.4,104.0,0.306,62.0,20,-1.0,3.2,142.0,60.0,111.0,85.1,109.3,0.315
356,342.0,Brandon Hughes,CHC,RP,325.0,3576,BraHug,Brandon Hughes,57.0,0.0,57.2,8.0,95.0,150,669,111,375,306,126.0,106.0,3.86,88.8,20.0,23460.0,98.5,97.1,97.1,5.66,,,,,,,,,,,,,,,,,
357,343.0,Zach Eflin,TB,SPRP,357.0,3584,ZacEfl,Zach Eflin,20.0,13.0,75.2,1.0,96.0,99,671,61,311,276,92.0,58.0,3.27,85.3,34.0,13774.0,96.9,107.5,101.8,-11.2,,,,,,,,,,,,,,,,,
358,344.0,German Marquez,COL,SP,406.0,3600,GerMar,German Marquez,31.0,31.0,181.2,0.0,101.0,101,651,71,468,257,85.0,98.0,4.49,90.5,100.0,15038.0,94.1,99.7,97.6,6.83,,,,,,,,,,,,,,,,,
359,345.0,Mike Soroka,ATL,SP,410.0,3626,MikSor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,346.0,Jimmy Herget,LAA,RP,407.0,3638,JimHer,Jimmy Herget,49.0,1.0,69.0,9.0,88.0,111,624,65,362,306,107.0,70.0,2.92,88.1,19.0,17556.0,106.8,96.6,103.0,-5.68,,,,,,,,,,,,,,,,,
361,347.0,Patrick Wisdom,CHC,1B3BRF,341.0,3640,PatWis,,,,,,,,,,,,,,,,,,,,,,7.98,534.0,25.0,8.0,3.0,104.0,0.316,142.0,142,0.6,3.7,119.0,152.0,79.0,90.7,112.6,0.295
362,348.0,Kyle Finnegan,WSH,RP,381.0,3646,KylFin,Kyle Finnegan,66.0,0.0,66.2,11.0,81.0,126,616,80,438,287,115.0,99.0,3.29,90.2,26.0,15009.0,107.5,101.8,101.6,1.55,,,,,,,,,,,,,,,,,
363,349.0,Matt Carpenter,SD,RFDH,nan,3646,MatCar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,350.0,AJ Minter,ATL,RP,304.0,3658,AJMin,AJ Minter,75.0,0.0,70.0,5.0,68.0,157,661,88,340,310,153.0,67.0,2.39,88.3,16.0,18655.0,120.4,103.9,107.6,1.92,,,,,,,,,,,,,,,,,
365,351.0,Michael Wacha,SD,SP,413.0,3686,MicWac,Michael Wacha,23.0,23.0,127.1,0.0,101.0,95,608,96,354,247,91.0,75.0,4.56,88.2,47.0,14078.0,91.0,103.5,99.4,-2.73,,,,,,,,,,,,,,,,,
366,352.0,Trevor Bauer,nan,SP,250.0,3714,TreBau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,353.0,Austin Nola,SD,C,319.0,3736,AusNol,,,,,,,,,,,,,,,,,,,,,,-9.0,397.0,4.0,2.0,-5.9,89.0,0.29,50.0,24,-0.8,2.5,102.0,67.0,94.0,89.4,109.1,0.305
368,354.0,Anthony Volpe,NYY,SS,360.0,3782,AntVol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,355.0,James Karinchak,CLE,RP,334.0,3786,JamKar,James Karinchak,38.0,0.0,39.0,3.0,78.0,125,550,53,408,328,174.0,164.0,2.92,91.0,9.0,20151.0,128.1,94.3,105.1,20.45,,,,,,,,,,,,,,,,,
370,356.0,Daniel Hudson,LAD,RP,362.0,3788,DanHud,Daniel Hudson,25.0,0.0,24.1,5.0,61.0,163,536,33,367,276,137.0,62.0,2.74,88.3,6.0,7146.0,108.4,102.5,106.5,-4.97,,,,,,,,,,,,,,,,,
371,357.0,Joey Wendle,MIA,2B3BSS,314.0,3820,JoeWen,Joey Wentz,7.0,7.0,32.2,0.0,116.0,86,585,74,351,241,90.0,120.0,3.62,88.8,11.0,19962.0,83.0,99.2,94.7,-5.16,-8.47,371.0,3.0,12.0,-5.6,87.0,0.289,65.0,17,0.0,4.5,48.0,60.0,126.0,87.5,107.6,0.276
372,358.0,Tarik Skubal,DET,SP,303.0,3838,TarSku,Tarik Skubal,21.0,21.0,117.2,0.0,86.0,117,650,55,394,277,110.0,84.0,3.34,89.3,46.0,22267.0,90.8,101.3,99.2,6.28,,,,,,,,,,,,,,,,,
373,359.0,Brandon Crawford,SF,SS,277.0,3854,BraCra,,,,,,,,,,,,,,,,,,,,,,-5.22,458.0,9.0,1.0,-5.3,87.0,0.289,73.0,67,1.8,3.2,102.0,95.0,97.0,88.1,109.0,0.287
374,360.0,Luke Voit,nan,1BDH,366.0,3856,LukVoi,,,,,,,,,,,,,,,,,,,,,,1.35,568.0,22.0,1.0,-5.0,102.0,0.311,114.0,147,-6.2,1.5,116.0,139.0,80.0,89.8,111.3,0.322
375,361.0,Ian Anderson,ATL,SP,278.0,3872,IanAnd,Ian Anderson,22.0,22.0,111.2,0.0,106.0,123,568,62,405,257,87.0,132.0,4.37,89.2,62.0,19951.0,82.6,97.3,91.2,5.14,,,,,,,,,,,,,,,,,
376,362.0,Yuli Gurriel,nan,1B,199.0,3884,YulGur,,,,,,,,,,,,,,,,,,,,,,-6.95,584.0,8.0,8.0,-11.0,85.0,0.285,79.0,19,-0.8,3.8,65.0,56.0,119.0,88.2,109.6,0.271
377,363.0,Nelson Cruz,SD,DH,335.0,3904,NelCru,,,,,,,,,,,,,,,,,,,,,,-0.31,507.0,10.0,4.0,-11.9,85.0,0.292,66.0,93,-3.1,3.0,116.0,104.0,116.0,90.9,113.8,0.32
378,364.0,Eric Hosmer,CHC,1B,269.0,3918,EriHos,,,,,,,,,,,,,,,,,,,,,,-6.26,419.0,8.0,0.0,-3.0,104.0,0.313,73.0,57,-5.1,0.9,106.0,68.0,106.0,88.4,112.9,0.311
379,365.0,Isiah KinerFalefa,NYY,SS,384.0,3972,IsiKin,,,,,,,,,,,,,,,,,,,,,,-5.04,531.0,4.0,22.0,-7.8,85.0,0.285,44.0,12,1.1,5.2,83.0,61.0,117.0,86.2,109.8,0.29
380,366.0,Gary Sanchez,nan,CDH,261.0,3065,GarSan,,,,,,,,,,,,,,,,,,,,,,1.54,471.0,16.0,2.0,-8.3,89.0,0.29,115.0,135,-2.6,2.3,107.0,130.0,85.0,90.5,115.1,0.321
381,367.0,Adam Frazier,BAL,2BLFRF,336.0,3992,AdaFra,,,,,,,,,,,,,,,,,,,,,,-9.63,602.0,3.0,11.0,-13.1,81.0,0.274,48.0,15,-0.2,4.9,96.0,55.0,110.0,85.1,105.1,0.297
382,368.0,Bo Naylor,CLE,C,nan,3083,BoNay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,369.0,Hunter Dozier,KC,1B3BLFRFDH,330.0,4014,HunDoz,,,,,,,,,,,,,,,,,,-26.8,78.8,75.6,,-5.13,500.0,12.0,4.0,-14.1,90.0,0.298,101.0,77,-8.4,4.2,85.0,113.0,91.0,88.5,110.7,0.301
384,370.0,Drey Jameson,ARI,SP,nan,3133,DreJam,Drey Jameson,4.0,4.0,24.1,0.0,75.0,114,582,76,485,276,108.0,86.0,4.49,88.9,4.0,26260.0,97.9,102.6,100.3,-2.65,,,,,,,,,,,,,,,,,
385,371.0,Shea Langeliers,OAK,CDH,350.0,3143,SheLan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,372.0,Tommy Pham,NYM,LF,372.0,3153,TomPha,,,,,,,,,,,,,,,,,,,,,,5.03,622.0,17.0,8.0,-5.7,89.0,0.304,90.0,79,1.9,4.5,109.0,120.0,101.0,92.2,112.6,0.311
387,373.0,Bailey Ober,MIN,SP,432.0,3160,BaiObe,Bailey Ober,11.0,11.0,56.0,0.0,106.0,133,678,117,368,273,101.0,60.0,4.71,90.1,20.0,21224.0,90.2,103.8,99.7,-3.14,,,,,,,,,,,,,,,,,
388,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
389,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
390,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
391,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
392,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
393,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
394,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
395,374.0,Luis Garcia,HOU,SP,154.0,3183,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
396,375.0,Marco Gonzales,SEA,SP,369.0,4084,MarGon,Marco Gonzales,32.0,32.0,183.0,0.0,124.0,84,631,72,345,235,59.0,80.0,4.59,86.7,84.0,15467.0,80.4,102.2,93.0,-4.05,-9.35,207.0,6.0,3.0,-9.2,65.0,0.257,91.0,59,-1.1,4.2,85.0,117.0,102.0,88.0,107.0,0.282
397,375.0,Marco Gonzales,SEA,SP,369.0,4084,MarGon,Marco Gonzales,32.0,32.0,183.0,0.0,124.0,84,631,72,345,235,59.0,80.0,4.59,86.7,84.0,15467.0,41.0,91.7,81.5,-4.05,-9.35,207.0,6.0,3.0,-9.2,65.0,0.257,91.0,59,-1.1,4.2,85.0,117.0,102.0,88.0,107.0,0.282
398,376.0,Jonathan Schoop,DET,2B,232.0,4126,JonSch,,,,,,,,,,,,,,,,,,,,,,-10.57,510.0,11.0,5.0,-24.6,57.0,0.245,81.0,48,-0.2,4.4,47.0,94.0,82.0,87.0,111.6,0.268
399,377.0,Mark Melancon,ARI,RP,194.0,4146,MarMel,Mark Melancon,62.0,0.0,56.0,18.0,116.0,98,623,68,389,251,63.0,103.0,4.78,89.7,29.0,4264.0,98.4,100.9,97.2,-5.93,,,,,,,,,,,,,,,,,
400,378.0,Brandon Belt,TOR,1B,273.0,4148,BraBel,Brayan Bello,13.0,11.0,57.1,0.0,96.0,117,627,54,375,277,92.0,126.0,3.8,88.0,30.0,23920.0,95.2,98.5,98.0,1.05,-0.23,298.0,8.0,1.0,-2.3,96.0,0.303,89.0,126,-1.0,2.9,149.0,120.0,117.0,88.4,108.3,0.326
401,379.0,Nick Pivetta,BOS,SP,401.0,3268,NicPiv,Nick Pivetta,33.0,33.0,179.2,0.0,108.0,100,599,90,454,267,102.0,118.0,4.65,90.7,91.0,15454.0,106.8,97.7,100.9,12.57,,,,,,,,,,,,,,,,,
402,380.0,Nicky Lopez,KC,2B3BSS,291.0,4156,NicLop,,,,,,,,,,,,,,,,,,-46.4,49.1,49.8,,-9.83,480.0,0.0,13.0,-18.2,57.0,0.251,31.0,16,5.2,6.3,76.0,59.0,130.0,84.9,106.7,0.273
403,381.0,Jake Fraley,CIN,LFCFRF,nan,3323,JakFra,,,,,,,,,,,,,,,,,,,,,,1.69,247.0,12.0,4.0,7.6,121.0,0.352,134.0,73,1.6,3.6,126.0,97.0,107.0,85.1,110.0,0.333
404,382.0,Eddie Rosario,ATL,LFRF,nan,4196,EddRos,,,,,,,,,,,,,,,,,,,,,,-12.12,270.0,5.0,3.0,-10.8,61.0,0.258,75.0,54,1.3,4.6,75.0,111.0,70.0,87.7,107.3,0.25
405,383.0,MacKenzie Gore,WSH,SP,nan,3333,MacGor,MacKenzie Gore,16.0,13.0,70.0,0.0,111.0,104,612,97,454,264,103.0,144.0,5.21,90.8,35.0,22201.0,98.9,96.8,97.2,7.86,,,,,,,,,,,,,,,,,
406,384.0,James Outman,LAD,LF,nan,4234,JamOut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,385.0,Isaac Paredes,TB,1B2B3B,nan,3395,IsaPar,,,,,,,,,,,,,,,,,,,,,,-1.03,381.0,20.0,0.0,6.2,116.0,0.323,154.0,64,-0.7,1.7,145.0,79.0,82.0,87.4,110.4,0.297
408,386.0,Manuel Margot,TB,LFCFRF,nan,3433,ManMar,,,,,,,,,,,,,,,,,,,,,,-2.49,363.0,4.0,7.0,4.6,106.0,0.308,68.0,37,2.3,4.4,83.0,84.0,108.0,89.5,110.4,0.299
409,387.0,Elias Diaz,COL,C,nan,3455,EliDia,,,,,,,,,,,,,,,,,,,,,,-9.06,381.0,9.0,0.0,-18.6,67.0,0.284,90.0,59,-3.9,2.1,79.0,95.0,111.0,88.4,111.8,0.274
410,388.0,Yusei Kikuchi,TOR,SPRP,nan,4306,YusKik,Yusei Kikuchi,32.0,20.0,100.2,1.0,103.0,133,573,148,471,276,123.0,159.0,5.63,91.6,58.0,20633.0,106.6,94.5,96.6,13.57,,,,,,,,,,,,,,,,,
411,389.0,Tylor Megill,NYM,SPRP,305.0,3470,TylMeg,Tylor Megill,15.0,9.0,47.1,0.0,84.0,116,625,104,348,267,113.0,78.0,4.31,89.2,27.0,21318.0,104.1,99.7,101.7,-7.2,,,,,,,,,,,,,,,,,
412,390.0,Avisail Garcia,MIA,RF,nan,3478,AviGar,,,,,,,,,,,,,,,,,,,,,,-6.35,380.0,8.0,4.0,-16.1,66.0,0.258,60.0,64,-1.2,3.3,54.0,127.0,102.0,88.7,116.8,0.281
413,391.0,Juan Yepez,STL,1BLFRF,394.0,3488,JuaYep,,,,,,,,,,,,,,,,,,,,,,-4.97,274.0,12.0,0.0,1.2,109.0,0.319,125.0,92,-1.7,0.9,70.0,98.0,85.0,86.5,114.4,0.286
414,392.0,David Robertson,NYM,RP,241.0,3540,DavRob,David Robertson,58.0,0.0,63.2,20.0,93.0,140,659,76,379,330,136.0,160.0,3.05,88.6,17.0,8241.0,118.0,96.5,101.3,19.99,,,,,,,,,,,,,,,,,
415,393.0,Alex Wood,SF,SP,nan,3540,AleWoo,Alex Wood,26.0,26.0,130.2,0.0,86.0,110,634,71,393,289,104.0,65.0,4.0,88.6,74.0,13781.0,91.5,101.7,98.7,0.33,,,,,,,,,,,,,,,,,
416,394.0,Mitch Garver,TEX,CDH,nan,3580,MitGar,,,,,,,,,,,,,,,,,,,,,,-1.64,215.0,10.0,1.0,0.5,101.0,0.308,132.0,88,0.4,2.0,134.0,111.0,80.0,88.9,111.4,0.319
417,395.0,Christian Bethancourt,TB,C1B,nan,3633,ChrBet,,,,,,,,,,,,,,,,,,49.6,99.5,100.5,,-0.88,333.0,11.0,5.0,-0.8,101.0,0.301,105.0,117,-1.0,4.0,45.0,108.0,86.0,90.1,113.4,0.318
418,396.0,Nick Gordon,MIN,2BSSLFCF,435.0,3645,NicGor,,,,,,,,,,,,,,,,,,-40.1,75.5,23.2,,2.31,443.0,9.0,6.0,4.9,111.0,0.321,104.0,94,-0.6,4.9,54.0,107.0,106.0,90.6,110.7,0.333
419,397.0,Max Kepler,MIN,RF,nan,3645,MaxKep,,,,,,,,,,,,,,,,,,,,,,-0.97,446.0,9.0,3.0,-1.8,95.0,0.298,81.0,71,0.8,3.4,138.0,67.0,88.0,89.1,113.9,0.338
420,398.0,Robert Suarez,SD,RP,246.0,3650,RobSua,Robert Suarez,45.0,0.0,47.2,1.0,82.0,119,607,86,343,267,141.0,133.0,3.27,88.4,12.0,30115.0,119.4,101.5,106.4,3.58,,,,,,,,,,,,,,,,,
421,399.0,Domingo German,NYY,SP,299.0,3658,DomGer,Domingo German,15.0,14.0,72.1,0.0,110.0,113,658,69,406,285,88.0,79.0,3.78,89.4,29.0,17149.0,102.3,100.7,99.4,-0.91,,,,,,,,,,,,,,,,,
422,400.0,Tanner Houck,BOS,SPRP,285.0,3665,TanHou,Tanner Houck,32.0,4.0,60.0,8.0,93.0,129,514,49,393,286,102.0,111.0,3.86,89.7,21.0,19879.0,105.9,95.3,98.7,-0.67,,,,,,,,,,,,,,,,,
423,401.0,Trevor May,OAK,RP,nan,3668,TreMay,Trevor May,26.0,0.0,25.0,1.0,94.0,133,523,97,444,305,119.0,98.0,3.64,89.4,14.0,6398.0,107.4,97.5,100.5,-3.02,,,,,,,,,,,,,,,,,
424,402.0,Cavan Biggio,TOR,1B2BRF,267.0,4476,CavBig,,,,,,,,,,,,,,,,,,,,,,-1.74,303.0,6.0,2.0,1.0,97.0,0.302,99.0,69,2.2,4.9,158.0,126.0,88.0,87.9,107.6,0.288
425,403.0,Brusdar Graterol,LAD,RP,409.0,4516,BruGra,Brusdar Graterol,46.0,1.0,49.2,4.0,78.0,104,660,43,255,256,97.0,61.0,2.47,85.5,18.0,20367.0,119.8,108.8,111.8,-15.96,,,,,,,,,,,,,,,,,
426,404.0,Kyle Farmer,MIN,3BSS,317.0,3735,KylFar,,,,,,,,,,,,,,,,,,,,,,-8.28,583.0,14.0,4.0,-10.3,92.0,0.309,85.0,44,-4.6,3.0,68.0,75.0,100.0,85.5,106.6,0.311
427,405.0,Franmil Reyes,nan,RFDH,347.0,3758,FraRey,,,,,,,,,,,,,,,,,,75.7,64.8,62.9,,-0.49,473.0,14.0,2.0,-13.6,80.0,0.28,95.0,113,-2.7,3.2,78.0,149.0,111.0,92.0,112.4,0.275
428,406.0,Johnny Cueto,MIA,SP,286.0,3848,JohCue,Johnny Cueto,25.0,24.0,158.1,0.0,111.0,77,667,73,359,233,71.0,63.0,4.02,87.7,59.0,6893.0,79.2,102.7,95.5,-6.11,,,,,,,,,,,,,,,,,
429,407.0,Carson Kelly,ARI,C,nan,3850,CarKel,,,,,,,,,,,,,,,,,,-6.3,87.2,56.8,,-8.99,354.0,7.0,2.0,-11.4,73.0,0.275,79.0,52,-0.4,3.4,98.0,89.0,89.0,87.7,109.4,0.288
430,408.0,Carlos Santana,PIT,1BDH,nan,3858,CarSan,,,,,,,,,,,,,,,,,,,,,,2.12,506.0,19.0,0.0,2.0,102.0,0.308,117.0,93,1.0,1.0,176.0,78.0,74.0,90.7,111.3,0.352
431,409.0,John Schreiber,BOS,RP,177.0,3888,JohSch,John Schreiber,64.0,0.0,65.0,8.0,76.0,133,556,50,388,303,130.0,92.0,2.57,87.2,16.0,20020.0,114.9,99.2,104.3,-0.2,,,,,,,,,,,,,,,,,
432,410.0,Jurickson Profar,nan,LF,nan,2633,JurPro,,,,,,,,,,,,,,,,,,,,,,0.13,658.0,15.0,5.0,6.3,110.0,0.32,95.0,40,-1.4,4.0,133.0,69.0,100.0,87.5,109.4,0.315
433,411.0,Josiah Gray,WSH,SP,nan,3898,JosGra,Josiah Gray,28.0,28.0,148.2,0.0,114.0,114,578,107,368,279,105.0,123.0,4.25,87.4,83.0,24580.0,97.4,98.2,98.0,6.92,,,,,,,,,,,,,,,,,
434,412.0,AJ Pollock,SEA,LFCFRF,363.0,3908,AJPol,,,,,,,,,,,,,,,,,,,,,,-2.62,527.0,14.0,3.0,-6.0,92.0,0.297,96.0,94,-1.5,3.5,76.0,84.0,94.0,88.8,110.8,0.317
435,413.0,Jonathan Loaisiga,NYY,RP,244.0,4664,JonLoa,Jonathan Loaisiga,50.0,0.0,48.0,2.0,96.0,118,616,20,299,268,82.0,117.0,3.46,83.9,22.0,19753.0,120.9,101.4,106.8,-7.84,,,,,,,,,,,,,,,,,
436,414.0,Matt Mervis,CHC,1B,nan,2700,MatMer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,415.0,Michael Massey,KC,2B,nan,3975,MicMas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,416.0,Trayce Thompson,LAD,LFCFRF,nan,4025,TraTho,,,,,,,,,,,,,,,,,,,,,,13.53,255.0,13.0,4.0,15.8,142.0,0.37,162.0,164,3.2,4.9,150.0,161.0,64.0,92.3,111.9,0.366
439,417.0,Kyle Gibson,BAL,SP,nan,4025,KylGib,Kyle Gibson,31.0,31.0,167.2,0.0,99.0,110,589,75,373,262,89.0,81.0,4.46,88.5,94.0,10123.0,93.4,103.1,98.5,-0.05,,,,,,,,,,,,,,,,,
440,418.0,Endy Rodriguez,PIT,C,nan,4040,EndRod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,419.0,Jeimer Candelario,WSH,3B,nan,4093,JeiCan,,,,,,,,,,,,,,,,,,,,,,-6.22,467.0,13.0,0.0,-13.3,80.0,0.277,97.0,83,-2.7,2.8,75.0,105.0,102.0,87.2,111.3,0.292
442,420.0,Harold Ramirez,TB,1BRFDH,374.0,4110,HarRam,,,,,,,,,,,,,,,,,,,,,,-5.51,435.0,6.0,3.0,7.0,119.0,0.327,70.0,48,-2.3,2.2,55.0,74.0,76.0,88.5,113.7,0.314
