,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,Team_y,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,Name_y,Team,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA,playerid_y,LaghezzaRank,Total Z-Score,RankDiff
756,678.0,Connor Norby,BAL,2B,nan,6005,ConNor,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-678.0
757,679.0,Chris Paddack,MIN,SP,nan,7273,ChrPad,Chris Paddack,MIN,5.0,5.0,22.1,0.0,80.0,104,656,57,414,272,97.0,27.0,3.1,88.7,10.0,20099.0,88.0,106.5,100.4,-15.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-679.0
758,680.0,Austin Voth,BAL,SPRP,nan,6030,AusVot,Austin Voth,  ,41.0,17.0,101.2,0.0,110.0,109,620,85,371,264,91.0,87.0,4.4,88.4,49.0,15047.0,92.2,103.2,101.7,-5.28,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,-254.0
759,681.0,Joe Jimenez,ATL,RP,nan,6030,JoeJim,Joe Jimenez,DET,62.0,0.0,56.2,2.0,68.0,145,623,78,397,305,150.0,70.0,2.9,88.6,22.0,15761.0,120.7,104.9,110.8,0.85,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,-125.0
760,682.0,Chase Silseth,LAA,SP,nan,6045,ChaSil,Chase Silseth,LAA,7.0,7.0,28.2,0.0,108.0,108,643,109,511,283,84.0,116.0,6.61,90.9,21.0,30074.0,95.8,99.3,100.6,1.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,-206.0
761,683.0,Zach McKinstry,CHC,2B3BSS,nan,6050,ZacMcK,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-683.0
762,684.0,Adrian Sampson,CHC,SP,nan,6075,AdrSam,Adrian Sampson,CHC,21.0,19.0,104.1,0.0,110.0,93,577,67,359,236,75.0,76.0,4.4,87.9,36.0,13339.0,80.5,101.9,95.2,-7.79,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.0
763,685.0,Xzavion Curry,CLE,SP,nan,7790,XzaCur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,93.0,92.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0
764,686.0,Willie Calhoun,NYY,DH,nan,7227,WilCal,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-686.0
765,687.0,Alec Burleson,STL,RF,nan,6090,AleBur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-687.0
766,688.0,Kutter Crawford,BOS,SPRP,nan,6095,KutCra,Kutter Crawford,BOS,21.0,12.0,77.1,0.0,110.0,113,614,88,389,275,104.0,108.0,4.62,89.7,47.0,20531.0,104.3,101.5,104.1,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,-251.0
767,689.0,Alex Vesia,LAD,RP,nan,6095,AleVes,Alex Vesia,LAD,63.0,0.0,54.1,1.0,76.0,148,604,66,344,306,154.0,128.0,2.79,87.0,13.0,25007.0,114.5,100.0,104.1,8.55,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,-139.0
768,690.0,Brad Hand,nan,RP,nan,7280,BraHan,Brad Hand,PHI,55.0,0.0,45.0,5.0,122.0,73,561,53,267,288,85.0,140.0,4.4,87.2,14.0,9111.0,91.6,93.4,92.3,-4.26,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-690.0
776,691.0,Josh Winder,MIN,SP,nan,6115,JosWin,Josh Winckowski,BOS,15.0,14.0,70.1,0.0,117.0,70,598,99,461,255,63.0,106.0,4.84,89.5,46.0,22387.0,91.5,99.9,98.1,-10.63,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,-117.0
777,692.0,Dylan Coleman,KC,RP,nan,6160,DylCol,Dylan Coleman,KCR,68.0,0.0,68.0,0.0,111.0,131,543,69,366,285,111.0,160.0,3.78,86.4,21.0,22276.0,116.2,95.0,100.5,4.39,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,-153.0
778,693.0,Brett Phillips,LAA,CFRF,nan,7000,BrePhi,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.26,Brett Phillips,  ,225.0,5.0,7.0,-11.9,38.0,0.213,70.0,45,3.8,5.9,89.0,188.0,83.0,88.5,107.8,0.22,14735.0,0.0,-9.26,-693.0
779,694.0,Michael Busch,LAD,2B,nan,6180,MicBus,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,-237.0
780,695.0,Owen Miller,MIL,1B2BDH,nan,6180,OweMil,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.99,Owen Miller,CLE,472.0,6.0,2.0,-6.9,85.0,0.287,73.0,35,1.0,3.6,85.0,89.0,97.0,85.8,109.1,0.291,24655.0,613.0,-7.99,-82.0
781,696.0,Sean Bouchard,COL,LF,nan,6195,SeaBou,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-696.0
782,697.0,Emmanuel Rivera,ARI,3B,nan,6210,EmmRiv,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.77,Emmanuel Rivera,  ,359.0,12.0,1.0,-2.7,95.0,0.306,116.0,93,-0.9,4.0,78.0,103.0,104.0,90.4,110.9,0.31,19890.0,629.0,-0.77,-68.0
783,698.0,Pedro Severino,SD,C,nan,6995,PedSev,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-698.0
784,699.0,Freddy Fermin,KC,C,nan,7780,FreFer,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.0
785,700.0,Jordan Lawlar,ARI,SS,nan,6275,JorLaw,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700.0
786,701.0,Yainer Diaz,HOU,C,nan,6280,YaiDia,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.0
787,702.0,Cal Mitchell,PIT,RF,nan,6310,CalMit,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.95,Calvin Mitchell,PIT,232.0,5.0,3.0,-4.6,79.0,0.281,79.0,49,1.1,3.1,93.0,99.0,93.0,89.9,107.3,0.292,22169.0,644.0,-7.95,-58.0
788,703.0,Tommy Henry,ARI,SP,nan,6910,TomHen,Tommy Henry,ARI,9.0,9.0,47.0,0.0,124.0,107,585,90,393,254,78.0,124.0,4.87,90.0,28.0,26285.0,82.4,96.1,91.4,-3.18,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-703.0
789,704.0,Drew Smith,NYM,RP,nan,7715,DreSmi,Drew Smith,NYM,44.0,0.0,46.0,0.0,93.0,138,572,118,504,290,125.0,97.0,3.78,90.1,17.0,17755.0,115.9,99.8,105.2,-0.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704.0
790,705.0,Dillon Tate,BAL,RP,nan,6395,DilTat,Dillon Tate,BAL,67.0,0.0,73.2,5.0,86.0,106,647,53,378,296,92.0,68.0,3.15,87.1,25.0,17796.0,91.7,102.6,99.2,-9.48,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0
791,706.0,Javier Assad,CHC,SP,nan,6415,JavAss,Javier Assad,CHC,9.0,8.0,37.2,0.0,123.0,101,596,52,336,251,80.0,145.0,4.49,87.5,13.0,21741.0,91.9,99.1,95.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-706.0
792,707.0,Dinelson Lamet,COL,RP,nan,6415,DinLam,Dinelson Lamet,  ,32.0,0.0,32.1,0.0,98.0,165,604,99,444,324,134.0,154.0,4.56,90.5,22.0,17186.0,92.9,89.7,91.9,15.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-707.0
793,708.0,Hunter Harvey,WSH,RP,nan,6515,HunHar,Hunter Harvey,WSN,38.0,0.0,39.1,0.0,85.0,120,624,50,440,284,127.0,92.0,2.76,90.4,11.0,15507.0,110.6,103.6,104.8,0.95,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,-329.0
794,709.0,Kris Bubic,KC,SP,nan,6480,KriBub,Kris Bubic,KCR,28.0,27.0,129.0,0.0,115.0,89,591,78,449,249,84.0,134.0,5.67,90.0,80.0,21455.0,80.0,97.0,92.8,6.41,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,-130.0
795,710.0,Jeremiah Estrada,CHC,RP,nan,6535,JerEst,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,102.9,111.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0
796,711.0,Zach Jackson,OAK,RP,nan,6540,ZacJac,Zach Jackson,OAK,54.0,0.0,48.0,3.0,105.0,130,525,100,390,295,149.0,204.0,3.59,89.4,16.0,19493.0,106.5,90.4,95.5,18.01,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0
797,712.0,Tanner Bibee,CLE,SP,nan,6560,TanBib,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-712.0
798,713.0,Kyle Isbel,KC,LFCFRF,nan,6590,KylIsb,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.83,Kyle Isbel,KCR,278.0,5.0,9.0,-11.1,67.0,0.265,86.0,49,-0.8,7.3,72.0,121.0,86.0,89.7,111.2,0.266,21614.0,640.0,-5.83,-73.0
799,714.0,Harold Castro,COL,1B2B3BSS,nan,6595,HarCas,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,71.6,57.5,0.0,-7.38,Harold Castro,DET,443.0,7.0,0.0,-4.8,94.0,0.297,73.0,61,-1.6,2.2,48.0,80.0,131.0,87.0,107.3,0.316,14691.0,0.0,-7.38,-714.0
800,715.0,Jordan Westburg,BAL,SS,nan,6600,JorWes,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-715.0
801,716.0,Louie Varland,MIN,SP,nan,6640,LouVar,Louie Varland,MIN,5.0,5.0,26.0,0.0,105.0,85,642,64,410,263,89.0,71.0,4.56,88.7,11.0,27691.0,95.3,103.7,101.8,-9.26,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-716.0
802,717.0,Conner Capel,OAK,RF,nan,6660,ConCap,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,-203.0
803,718.0,Drew Hutchison,TOR,SPRP,nan,7550,DreHut,Drew Hutchison,DET,28.0,18.0,105.1,0.0,125.0,87,603,88,409,236,66.0,113.0,5.38,90.3,53.0,10732.0,88.4,98.5,94.8,-4.66,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.0
804,719.0,Joey Ortiz,BAL,SS,nan,6665,JoeOrt,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-719.0
805,720.0,Jordan Groshans,MIA,3B,nan,6665,JorGro,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,-90.0
806,721.0,Griffin Jax,MIN,RP,nan,6680,GriJax,Griffin Jax,MIN,65.0,0.0,72.1,1.0,84.0,132,645,69,370,320,121.0,86.0,3.17,88.1,27.0,20253.0,117.8,104.3,109.9,-0.31,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721.0
807,722.0,Tejay Antone,CIN,SPRP,nan,6685,TejAnt,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,-159.0
808,723.0,Jack Leiter,TEX,SP,nan,6685,JacLei,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-723.0
809,724.0,Gavin Williams,CLE,SP,nan,6695,GavWil,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,0.0,-159.0
810,725.0,Adrian Houser,MIL,SP,nan,6760,AdrHou,Adrian Houser,MIL,22.0,21.0,102.2,0.0,116.0,64,576,56,415,234,67.0,125.0,4.94,88.7,54.0,12718.0,90.0,100.1,98.2,-2.87,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-725.0
811,726.0,Josh Smith,TEX,3BSSLFRP,nan,6900,JosSmi,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.84,Josh Smith,TEX,253.0,2.0,4.0,-8.9,68.0,0.262,35.0,24,0.3,3.1,139.0,89.0,101.0,87.0,105.4,0.296,26396.0,408.0,-11.84,-318.0
812,727.0,Mark Mathias,TEX,2BDH,nan,7770,MarMat,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727.0
813,728.0,Victor Caratini,MIL,C,nan,6790,VicCar,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.37,Victor Caratini,MIL,314.0,9.0,0.0,-8.9,84.0,0.289,93.0,63,-3.2,0.9,118.0,94.0,112.0,89.4,112.8,0.309,14968.0,0.0,-5.37,-728.0
814,729.0,Ryan Tepera,LAA,RP,nan,6795,RyaTep,Ryan Tepera,LAA,59.0,0.0,57.1,6.0,108.0,130,591,55,276,262,91.0,107.0,3.24,87.4,23.0,10291.0,94.1,98.7,97.2,-6.55,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,-183.0
815,730.0,Moises Gomez,STL,RF,nan,7045,MoiGom,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-730.0
816,731.0,Trevor Stephan,CLE,RP,nan,6820,TreSte,Trevor Stephan,CLE,66.0,0.0,63.2,3.0,71.0,162,644,31,344,315,138.0,84.0,2.34,87.5,19.0,19932.0,115.5,101.0,103.5,3.95,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,-182.0
817,732.0,Nate Eaton,KC,3BRF,nan,6945,NatEat,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0
818,733.0,Sam Huff,TEX,C,nan,6840,SamHuf,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-733.0
819,734.0,Gabriel Arias,CLE,3B,nan,6855,GabAri,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.0
820,735.0,Addison Barger,TOR,3BSS,nan,6870,AddBar,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735.0
821,736.0,Carter Kieboom,WSH,3B,nan,6885,CarKie,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-736.0
822,737.0,Trevor Williams,WSH,SPRP,nan,7135,TreWil,Trevor Williams,NYM,30.0,9.0,89.2,1.0,99.0,102,683,77,368,249,100.0,75.0,3.67,87.8,32.0,16977.0,90.8,104.3,99.6,-7.03,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-737.0
823,738.0,Mickey Moniak,LAA,LFCF,nan,7315,MicMon,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-738.0
824,739.0,Bryse Wilson,MIL,SPRP,nan,7385,BryWil,Bryse Wilson,PIT,25.0,20.0,115.2,0.0,113.0,77,599,77,434,245,69.0,76.0,5.53,90.8,71.0,19990.0,85.1,101.1,96.7,-8.44,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-739.0
825,740.0,Cristian Pache,OAK,CF,nan,7190,CriPac,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.27,Cristian Pache,OAK,260.0,3.0,2.0,-20.8,35.0,0.207,50.0,34,-1.7,4.1,72.0,121.0,72.0,89.4,108.6,0.259,19948.0,523.0,-16.27,-217.0
826,741.0,Emerson Hancock,SEA,SP,nan,6925,EmeHan,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.0
827,742.0,Rafael Ortega,NYY,LFCFRFDH,nan,6930,RafOrt,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.27,Rafael Ortega,CHC,371.0,7.0,12.0,-5.2,96.0,0.305,76.0,48,-3.5,4.2,142.0,88.0,99.0,87.2,108.4,0.307,10323.0,642.0,-4.27,-100.0
828,743.0,Matt Wisler,DET,SPRP,nan,8645,MatWis,Matt Wisler,TBR,39.0,5.0,44.0,1.0,125.0,108,642,118,307,275,90.0,99.0,3.24,87.5,11.0,12804.0,103.5,99.6,102.0,-8.95,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0
829,744.0,Livan Soto,LAA,SS,nan,6975,LivSot,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-744.0
830,745.0,Marco Luciano,SF,SS,nan,7340,MarLuc,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-745.0
